Linea,ID_Punto,Latitud,Longitud,Alt_Ortometrica,Alt_Elipsoidal,Precision_m,Gravedad_mGal
Tenerife,40936143,28° 19' 18'',- 16° 48' 28'',1035.5751,no encontrada,no encontrada,979209.24
Tenerife,50936002,"28° 18' 45,0614''","- 16° 48' 24,9499''",1089.9759,1136758,0.05,979199.07
Tenerife,50936003,"28° 18' 26,7455''","- 16° 48' 39,4043''",1028.2186,1074354,0.05,979211.97
Tenerife,50936004,"28° 18' 16,8218''","- 16° 48' 46,2308''",971.6587,1018391,0.05,979224.26
Tenerife,50936005,"28° 17' 57,6829''","- 16° 48' 56,2428''",934.6655,981382,0.05,979231.11
Tenerife,50936006,"28° 17' 28,1852''","- 16° 48' 49,6488''",907.7229,954483,0.05,979233.48
Tenerife,50936013,"28° 16' 31,6920''","- 16° 48' 06,0499''",1029.4130,1076321,0.05,979200.52
Tenerife,50936014,"28° 16' 17,5173''","- 16° 48' 18,8391''",958.7179,1005561,0.05,979213.97
Tenerife,50936016,"28° 15' 38,3604''","- 16° 48' 26,8247''",825.9843,873307,0.05,979239.49
Tenerife,50936157,"28° 17' 24,0649''","- 16° 48' 39,2470''",913.3291,960126,0.05,979232.53
Tenerife,50936158,"28° 17' 19,5419''","- 16° 48' 20,9764''",946.8798,993733,0.05,979223.86
Tenerife,50936159,"28° 17' 07,1722''","- 16° 48' 07,0581''",987.6692,1034577,0.05,979214.26
Tenerife,50936162,"28° 16' 58,6173''","- 16° 47' 58,4051''",1028.2327,1075412,0.05,979205.57
Tenerife,50936163,"28° 16' 49,7585''","- 16° 47' 55,7735''",1060.1249,1107069,0.05,979196.75
Tenerife,50936167,"28° 15' 39,0''","- 16° 48' 27,7''",895.5638,872,no encontrada,979225.12
Tenerife,50936171,"28° 15' 18,8984''","- 16° 48' 26,5376''",787.2151,833939,0.05,979247.24
Tenerife,50936172,"28° 15' 05,5337''","- 16° 48' 14,7403''",761.0750,807862,0.05,979253.67
Tenerife,50936173,"28° 14' 51,7939''","- 16° 48' 00,1239''",745.8960,792826,0.05,979257.54
Tenerife,50937098,"28° 08' 39,1895''","- 16° 38' 41,6455''",1315.4624,1362588,0.05,979138.33
Tenerife,50937099,"28° 08' 29,8648''","- 16° 39' 13,5095''",1257.0599,1304011,0.05,979151.6
Tenerife,50937100,"28° 08' 01,0881''","- 16° 39' 05,0437''",1221.1400,1267955,0.05,979155.84
Tenerife,50937101,"28° 07' 35,1320''","- 16° 39' 26,2726''",1181.9852,1228579,0.05,979161.2
Tenerife,50937102,28° 07' 32'',- 16° 39' 57'',1106.4274,1159,no encontrada,979179.65
Tenerife,50937104,"28° 07' 10,7920''","- 16° 39' 56,3366''",1044.7602,1091353,0.05,979190.01
Tenerife,50937105,"28° 06' 43,9''","- 16° 40' 46,5''",992.0397,no encontrada,no encontrada,979201.69
Tenerife,50937107,"28° 07' 01,3382''","- 16° 40' 36,6199''",927.9442,974390,0.05,979218.73
Tenerife,50937108,"28° 06' 56,9873''","- 16° 40' 43,1992''",880.1937,926420,0.05,979230.37
Tenerife,50937109,"28° 06' 52,6457''","- 16° 40' 52,0068''",820.4011,866672,0.05,979243.23
Tenerife,50937110,"28° 06' 40,4423''","- 16° 41' 03,0140''",754.8312,801088,0.05,979255.3
Tenerife,50937111,"28° 06' 21,4904''","- 16° 41' 05,0190''",698.8351,744978,0.05,979265.18
Tenerife,50937112,"28° 06' 00,5876''","- 16° 40' 51,0774''",630.8080,676886,no encontrada,979275.68
Tenerife,50937114,"28° 05' 43,7431''","- 16° 41' 03,9233''",576.8794,622736,0.05,979285.57
Tenerife,50937115,"28° 05' 27,0632''","- 16° 41' 22,1200''",512.4251,558226,0.05,979299.66
Tenerife,50937116,"28° 05' 12,0318''","- 16° 41' 24,4369''",444.2062,489846,0.05,979312.79
Tenerife,50937118,"28° 04' 54,9579''","- 16° 41' 01,2098''",373.8901,419429,0.05,979326.25
Tenerife,50937119,"28° 04' 38,2877''","- 16° 41' 10,4728''",315.8931,361233,0.05,979337.32
Tenerife,50937120,"28° 04' 20,7106''","- 16° 41' 47,2575''",236.3628,284179,no encontrada,979352.35
Tenerife,50937121,"28° 04' 12,3314''","- 16° 42' 32,1967''",155.7811,200873,0.05,979365.39
