X,Y,fid,Bouguer_mG
-17.9492156331106,28.7844395687676,746,258
-17.9516384686214,28.7819461981169,747,258
-17.954341455931,28.7795686764794,748,258
-17.9571517523163,28.7760905779312,749,258
-17.960117495307,28.7732191177873,750,258
-17.9616577186118,28.7689146495002,751,258
-17.9623230824964,28.7650568104233,752,258
-17.9644093107938,28.7614514478958,753,258
-17.9658225808131,28.7578608422625,754,258
-17.9692331762445,28.7534847456985,755,258
-17.967588942554,28.7548557272225,756,258
-17.9709926416599,28.7488991633868,757,258
-17.9705280097812,28.7511173512022,758,258
-17.9706632948511,28.7465822320056,759,258
-17.9705909424184,28.7440272286954,760,258
-17.9706503719497,28.741469326245,761,258
-17.9706769257488,28.7377500568755,762,258
-17.9707297891298,28.7349598793899,763,258
-17.9707354719838,28.7296493859642,764,258
-17.9707400493954,28.7238649807851,765,258
-17.9692230009957,28.7178173807392,766,258
-17.9679879822634,28.7098354504935,767,258
-17.9684457038417,28.7141265603856,768,258
-17.9694665827285,28.7204817116955,769,258
-17.9671019944493,28.7022907810002,770,258
-17.968391860338,28.7062669982871,771,258
-17.9653079074556,28.6983256043228,772,258
-17.9645267749149,28.6944865067171,773,258
-17.9629344585596,28.69170339283,774,258
-17.9603277293005,28.6879428360822,775,258
-17.9591746466815,28.6840565708316,776,258
-17.9554206033255,28.6804572353625,777,258
-17.9524684136965,28.6775305491842,778,258
-17.9484927630138,28.6753163699405,779,258
-17.9468639054301,28.6730509635076,780,258
-17.9434099995647,28.6708252527285,781,258
-17.939943388467,28.6681395396689,782,258
-17.9374749104651,28.6638214224894,783,258
-17.9355665313383,28.6608716483496,784,258
-17.9308353448783,28.6595936504757,785,258
-17.9261042594036,28.6583154784304,786,258
-17.9221426195155,28.6565603358021,787,258
-17.9171255699112,28.6543676350164,788,258
-17.9118607399262,28.6526402564724,789,258
-17.9065960664602,28.6509126600238,790,258
-17.8997674193787,28.6492183635854,791,258
-17.8949991677847,28.6465592738812,792,258
-17.8897476402875,28.645290902591,793,258
-17.8847443074326,28.643556836304,794,258
-17.8776557233938,28.6418669164265,795,258
-17.8716225613694,28.6406144287728,796,258
-17.8661108636654,28.6393506259038,797,258
-17.8603510935937,28.6385520332526,798,258
-17.8538031491129,28.6375397044137,799,258
-17.846740176128,28.6367679829948,800,258
-17.8407137529481,28.635744041195,801,258
-17.8363071300871,28.6367568329265,802,258
-17.832161086089,28.6377640344496,803,258
-17.8296346061701,28.6408082083096,804,258
-17.8284237906838,28.6442850671305,805,258
-17.8277096138913,28.6468311289085,806,258
-17.8240968120251,28.6482871734099,807,258
-17.8202416686575,28.6504384889087,808,258
-17.8158464833009,28.6519106226833,809,258
-17.8117118829386,28.6533772060723,810,
-17.8091660372024,28.6557311246038,811,258
-17.8063838649849,28.6590103240331,812,258
-17.8038622660724,28.662284074639,813,258
-17.8011103641609,28.6667130830818,814,258
-17.7980730173817,28.6702275225293,815,258
-17.7950476896557,28.6742018670078,816,258
-17.7927922843973,28.6777000466217,817,258
-17.7890024676134,28.682380375432,818,258
-17.7849515139991,28.6870659889706,819,258
-17.7806333040573,28.6915268835157,820,258
-17.7778797247033,28.695955522536,821,258
-17.7743616050314,28.701090128154,822,258
-17.7723597697845,28.7043527047485,823,258
-17.7699088435693,28.7103857589254,824,258
-17.7684587725359,28.7147875234843,825,258
-17.765758642078,28.7212858390212,826,258
-17.7645934128918,28.72660217601,827,258
-17.7637011226497,28.7323731397674,828,258
-17.7614738033444,28.7370208510631,829,258
-17.7592644445734,28.7423584915119,830,258
-17.7594035632947,28.7476481459236,831,258
-17.7610662030908,28.7512959009195,832,258
-17.7619339088988,28.7544996721647,833,
-17.7630626644287,28.757698093046,834,258
-17.7641854334017,28.7606665149543,835,258
-17.7660791445362,28.7631589174359,836,258
-17.7682703970201,28.7670258302969,837,258
-17.7704800596375,28.7715826403029,838,258
-17.7729144446336,28.774754148461,839,258
-17.774851273348,28.7788562580236,840,258
-17.7765455051117,28.7836536387712,841,258
-17.7788108523612,28.790280071757,842,258
-17.7807604619536,28.7948420110448,843,258
-17.7832263178443,28.7991631580648,844,258
-17.7877382886956,28.8018312525569,845,258
-17.7927419956329,28.8033384871903,846,258
-17.7969686836584,28.8050917445052,847,258
-17.8022091226462,28.8056732940327,848,258
-17.806952077385,28.8071853971508,849,258
-17.8124095511589,28.8090569126057,850,258
