Site,LatitudeOH,LongitudeOH,LatitudeWGS84,LongitudeWGS84,elevation,ObsGravity
28YYR,19.374166,-155.229172,19.37109,-155.226465,1002.2,978691.65
29YY,19.369167,-155.222336,19.366091,-155.21963,984.3,978692.77
T79500,19.366501,-155.22583,19.363425,-155.223124,977.4,978693.5
KF-5,19.363167,-155.226166,19.360091,-155.22346,972.3,978692.7
HVO101,19.361166,-155.227005,19.358091,-155.224299,972,978690.57
T79501,19.358999,-155.226166,19.355924,-155.22346,971.4,978689.5
HVO772,19.351334,-155.221161,19.348259,-155.218455,906.8,978694.93
HVO773,19.346167,-155.214493,19.343092,-155.211787,868.7,978698.62
205YY,19.405666,-155.283173,19.402589,-155.280465,1107.4,978682.64
HVO41,19.408833,-155.281006,19.405756,-155.278298,1102,978685.57
82-501,19.411333,-155.280334,19.408255,-155.277626,1109.5,978687.65
82-500,19.412333,-155.276672,19.409255,-155.273964,1094.2,978690.59
HVO44,19.411833,-155.273834,19.408755,-155.271126,1079.8,978693.38
110YY,19.414,-155.272339,19.410922,-155.269631,1080.1,978694.55
HVO45,19.416666,-155.269836,19.413588,-155.267128,1077,978694.68
109YY,19.420166,-155.268997,19.417088,-155.266289,1074,978696
HVO46,19.418833,-155.272339,19.415755,-155.269631,1075,978697.32
HVO49,19.414833,-155.281326,19.411755,-155.278618,1093.2,978690.58
205YY,19.405666,-155.283173,19.402589,-155.280465,1107.4,978682.89
HVO46,19.418833,-155.272339,19.415755,-155.269631,1075,978697.25
HVO47,19.4165,-155.274673,19.413422,-155.271965,1079,978696.5
HVO48,19.415833,-155.278336,19.412755,-155.275628,1085.6,978694.81
HVO49,19.414833,-155.281326,19.411755,-155.278618,1093.2,978690.57
79-506,19.334333,-155.199997,19.331259,-155.197291,771,978706.8
77-7,19.329,-155.186172,19.325926,-155.183467,722,978711.36
77-10,19.323166,-155.179001,19.320092,-155.176296,665,978718.15
80-1,19.320168,-155.169327,19.317094,-155.166622,619,978725.53
79-502,19.321333,-155.168503,19.318259,-155.165798,634,978724.95
79-503,19.320168,-155.164001,19.317094,-155.161296,604,978731.14
77-13,19.316833,-155.152664,19.313759,-155.149959,517,978743.27
HVO-63,19.3155,-155.144333,19.312426,-155.141628,460,978753.56
HVO-64,19.3165,-155.139496,19.313426,-155.136791,435,978760.84
HVO162,19.316833,-155.136002,19.313759,-155.133297,415,978764.12
HVO-65,19.317333,-155.133667,19.314259,-155.130962,399,978770.7
HVO-66,19.315166,-155.135162,19.312092,-155.132457,351,978779.3
86-108,19.313168,-155.138504,19.310094,-155.135799,314,978786.71
79-504,19.310167,-155.144501,19.307093,-155.141796,268,978795.42
77-15,19.308001,-155.153,19.304928,-155.150295,199,978810.28
77-16,19.302999,-155.157333,19.299926,-155.154628,180,978814.51
77-17,19.296,-155.149994,19.292927,-155.14729,114,978822.33
79-505,19.2945,-155.141006,19.291427,-155.138302,58,978834.44
HVO-76,19.292166,-155.133835,19.289093,-155.131131,43,978835.88
HVO-77,19.289667,-155.129166,19.286594,-155.126462,33,978834.83
HVO-83,19.3225,-155.061661,19.319424,-155.058957,12,978848.78
HVO-81,19.307167,-155.086334,19.304093,-155.08363,18,978840.21
HVO-80,19.299334,-155.098663,19.29626,-155.095959,19,978836.93
HVO-79,19.292,-155.11116,19.288927,-155.108456,13,978835.87
HVO-78,19.286667,-155.123993,19.283594,-155.121289,24,978833.03
BM2502,19.345667,-155.159836,19.342591,-155.157131,762.6,978717.08
37YY,19.337334,-155.147003,19.334259,-155.144298,700.1,978720.4
42YY,19.330166,-155.107162,19.327091,-155.104458,381.3,978779.54
43YY,19.329666,-155.097504,19.32659,-155.0948,282.2,978798.77
44YY,19.3295,-155.089828,19.326424,-155.087124,170.1,978823.07
HVO-84,19.322001,-155.047836,19.318925,-155.045132,10.1,978843.09
HVO-85,19.327833,-155.035004,19.324757,-155.0323,10.7,978845.84
HVO-86,19.336166,-155.023666,19.333089,-155.020962,3.7,978852.54
48YY,19.3405,-155.019165,19.337423,-155.016461,5.5,978854.22
49YY,19.343166,-155.008331,19.340088,-155.005627,12.2,978851.47
51YY,19.349833,-154.987167,19.346755,-154.984463,9.4,978850.17
79-535,19.354834,-154.9785,19.351755,-154.975796,7.9,978852.35
52YY,19.363333,-154.973495,19.360254,-154.970791,4.6,978855.59
54YY,19.372667,-154.966995,19.369587,-154.964291,28.3,978852.54
86-26,19.3785,-154.966171,19.37542,-154.963467,47.2,978850.34
56YY,19.383833,-154.961838,19.380752,-154.959134,74.7,978845.06
HV0207,19.398001,-154.960007,19.394919,-154.957303,148.1,978833.67
86-25,19.404667,-154.957336,19.401585,-154.954632,182.9,978828.4
HVO206,19.408001,-154.956329,19.404919,-154.953625,193.9,978826.33
86-23,19.4125,-154.956329,19.409418,-154.953625,222.5,978821.88
86-20,19.418833,-154.955002,19.41575,-154.952298,246.9,978816.58
86-19,19.422167,-154.953995,19.419084,-154.951291,259.1,978816.6
HVO205,19.427999,-154.952164,19.424916,-154.94946,262.1,978816.76
HVO204,19.431499,-154.950836,19.428415,-154.948132,268.2,978817.45
HVO203,19.434,-154.949997,19.430916,-154.947292,280.4,978816.36
HVO202,19.437334,-154.949005,19.43425,-154.9463,304.8,978813.75
HVO201,19.440834,-154.947006,19.43775,-154.944301,307.8,978813.81
HVO200,19.4445,-154.945496,19.441415,-154.942791,317.3,978813.91
HVO-91,19.453833,-154.943497,19.450748,-154.940792,320,978813.79
76YY,19.464333,-154.943329,19.461247,-154.940624,295,978820.17
82-110,19.474333,-154.944168,19.471247,-154.941463,265.2,978826.04
HVO-1,19.4795,-154.944,19.476413,-154.941295,252.1,978828.58
79-533,19.492834,-154.945663,19.489747,-154.942958,210.3,978836.53
81YY,19.508333,-154.959671,19.505245,-154.956965,186.2,978840.01
82YY,19.5205,-154.96817,19.517411,-154.965464,181.7,978840.03
BM497,19.543833,-154.976166,19.540743,-154.973459,151.5,978844.13
84YY,19.555334,-154.986832,19.552244,-154.984125,130.8,978847.86
83YY,19.530333,-154.973663,19.527244,-154.970957,160,978844.11
85YY,19.565666,-154.996674,19.562575,-154.993967,115.2,978850.35
17YY,19.425833,-155.243668,19.422754,-155.24096,1163,978662.86
S20,19.436001,-155.229004,19.432921,-155.226296,1109.8,978667.28
V20,19.447666,-155.208832,19.444585,-155.206124,1002.8,978682.38
W20,19.4555,-155.193832,19.452419,-155.191125,914,978698.44
12YY,19.455667,-155.188828,19.452585,-155.186121,882,978705.08
U20,19.468,-155.16983,19.464917,-155.167123,798,978718.57
9YY,19.475334,-155.166168,19.472251,-155.16346,758,978725
8YY,19.479166,-155.162827,19.476083,-155.160119,754.4,978724.67
R20,19.4925,-155.153168,19.489416,-155.15046,701,978734.48
7YY,19.4995,-155.148331,19.496415,-155.145623,678.2,978737.51
6YY,19.510166,-155.143661,19.507081,-155.140953,657,978741.35
P20,19.5165,-155.141495,19.513414,-155.138787,649,978742.88
V1,19.524,-155.139496,19.520914,-155.136788,646.2,978742.94
86-102,19.532833,-155.134338,19.529746,-155.13163,597.4,978752.47
N20,19.538166,-155.129333,19.535079,-155.126625,560.8,978760.36
M20,19.545668,-155.120667,19.54258,-155.117959,507,978771.61
4YY,19.557667,-155.105499,19.554578,-155.102791,426,978786.4
K20,19.570333,-155.087326,19.567243,-155.084618,348.1,978800.44
3YY,19.574499,-155.080338,19.571409,-155.07763,318,978805.72
2YY,19.580999,-155.067169,19.577908,-155.064461,268.8,978814.33
Y1,19.592501,-155.063995,19.58941,-155.061287,210.3,978825.18
1YY,19.598833,-155.058502,19.595741,-155.055794,198.4,978826.91
H86105,19.607666,-155.054337,19.604574,-155.051628,182,978828.74
H20,19.616167,-155.050507,19.613074,-155.047798,154.2,978833.19
H86106,19.620001,-155.046661,19.616908,-155.043952,132.6,978837.97
H86107,19.603167,-155.026001,19.600074,-155.023293,105.2,978846.1
87YY,19.590166,-155.015503,19.587074,-155.012795,90.5,978850.77
A2,19.649,-155.055496,19.645905,-155.052787,84.7,978845.04
D20,19.668667,-155.067169,19.665571,-155.064459,76.2,978844.94
B2,19.676834,-155.069,19.673738,-155.06629,60,978847.28
F20,19.644333,-155.053833,19.641239,-155.051124,96.9,978843.25
H86103,19.551167,-155.113998,19.548079,-155.11129,466.3,978779.07
22YY,19.408667,-155.255829,19.405589,-155.253122,1133,978673.7
T79514,19.375668,-155.244507,19.372592,-155.2418,1017,978689.54
131YY,19.369167,-155.249664,19.366091,-155.246957,1006,978689.28
T79515,19.364834,-155.254501,19.361759,-155.251794,1009.2,978686.63
132YY,19.357334,-155.25766,19.354259,-155.254953,997,978686.11
T79516,19.353167,-155.263672,19.350093,-155.260965,984,978688.01
133YY,19.348167,-155.268326,19.345093,-155.265619,980,978685.4
T79517,19.346333,-155.273499,19.343259,-155.270792,966,978685.99
T79518,19.345833,-155.277161,19.342759,-155.274454,964,978686.09
134YY,19.341,-155.277496,19.337926,-155.27479,961,978681.78
135YY,19.328833,-155.281326,19.32576,-155.27862,892,978687.28
136YY,19.322834,-155.293839,19.319762,-155.291133,862,978689.23
137YY,19.311333,-155.300827,19.308262,-155.298121,801,978694.64
138YY,19.305,-155.308167,19.301929,-155.305461,752,978701.88
139YY,19.298166,-155.30983,19.295095,-155.307124,696,978707.28
BM3266,19.3785,-155.219666,19.375423,-155.21696,995.5,978692.06
HVO95?,19.383833,-155.222672,19.380756,-155.219965,1033.6,978684.55
ER1,19.396999,-155.231506,19.393922,-155.228799,1097,978673.62
ER2,19.405834,-155.23584,19.402756,-155.233133,1152,978662.92
VOL1,19.433332,-155.244995,19.430253,-155.242287,1164.3,978659.35
VOL2,19.446167,-155.253006,19.443087,-155.250298,1183.8,978652.03
3839,19.445833,-155.245667,19.442753,-155.242959,1170.1,978653.01
VOL3,19.484833,-155.270493,19.481751,-155.267784,1281.1,978623.04
VOL4,19.473,-155.263336,19.469919,-155.260627,1228.9,978634.41
VOL5,19.459333,-155.247162,19.456252,-155.244454,1156.4,978651.29
3909,19.4645,-155.257828,19.461419,-155.25512,1191.5,978643.53
3733,19.441334,-155.235504,19.438254,-155.232796,1137.8,978659.94
X20,19.4305,-155.237335,19.427421,-155.234627,1142,978663.92
3636,19.425833,-155.220993,19.422754,-155.218286,1108.3,978670.82
3448,19.431999,-155.210495,19.428919,-155.207788,1050.9,978680.69
S1,19.440834,-155.222672,19.437754,-155.219964,1076,978672.15
3146,19.442833,-155.196167,19.439752,-155.19346,958.9,978693.49
3150,19.434,-155.194336,19.43092,-155.191629,960.1,978698.62
2958,19.440166,-155.182159,19.437085,-155.179452,901.6,978707.74
2754,19.445833,-155.171661,19.442752,-155.168954,839.4,978717.88
2614,19.452833,-155.159164,19.449751,-155.156457,796.8,978723.08
2405,19.458334,-155.14917,19.455252,-155.146463,733,978734.6
2274,19.465834,-155.135162,19.462751,-155.132455,693.1,978740.63
S1,19.440834,-155.222672,19.437754,-155.219964,1076,978672.17
W20,19.4555,-155.193832,19.452419,-155.191125,914,978698.45
U20,19.468,-155.16983,19.464917,-155.167123,798,978718.57
3YY,19.574499,-155.080338,19.571409,-155.07763,318,978805.69
SUNDI,19.728167,-155.091827,19.725068,-155.089116,15,978856.71
GC1,19.73,-155.088837,19.726901,-155.086126,3,978859.36
KEA01,19.4575,-155.29567,19.45442,-155.292961,1281.3,978634.32
KEA02,19.466833,-155.302673,19.463753,-155.299964,1357.3,978613.34
KEA03,19.480167,-155.304672,19.477086,-155.301963,1408.9,978598.75
KEA04,19.492001,-155.316162,19.488919,-155.313453,1513.4,978576.02
KEA05,19.502167,-155.323502,19.499085,-155.320792,1575,978563.28
KEA06,19.508833,-155.332672,19.505751,-155.329962,1666.3,978543.63
KEA07,19.523167,-155.341003,19.520084,-155.338293,1826,978509.94
KEA08,19.513334,-155.342667,19.510251,-155.339957,1806.9,978516.01
KEA09,19.495167,-155.343994,19.492085,-155.341284,1678.2,978540.86
KEA10,19.483166,-155.34433,19.480085,-155.34162,1601.6,978556.05
M1,19.471001,-155.34584,19.467921,-155.343131,1538,978569.33
KEA11,19.479,-155.336838,19.475919,-155.334129,1548.6,978568.37
KEA12,19.469667,-155.32634,19.466587,-155.323631,1460.8,978595.45
KEA13,19.465834,-155.315506,19.462754,-155.312797,1388.4,978607.38
KEA14,19.448668,-155.286835,19.445588,-155.284127,1223.2,978650.51
KEA15,19.448334,-155.277161,19.445254,-155.274453,1224.5,978648.56
HVO49,19.414833,-155.281326,19.411755,-155.278618,1093.2,978690.67
HVO48,19.415833,-155.278336,19.412755,-155.275628,1085.6,978694.29
SPIT,19.401501,-155.284164,19.398424,-155.281456,1111,978680.82
REBAR4,19.3955,-155.283005,19.392423,-155.280298,1102,978680.03
115YY,19.393499,-155.275665,19.390422,-155.272958,1111,978678.06
114YY,19.386999,-155.27417,19.383923,-155.271463,1081,978682.64
113YY,19.383333,-155.277328,19.380257,-155.274621,1064,978684.54
AHUA,19.382,-155.268997,19.378924,-155.26629,1084,978678.71
112YY,19.390333,-155.283493,19.387257,-155.280786,1085,978683.68
HVO119,19.396334,-155.294174,19.393257,-155.291466,1128,978674.94
KEAUH,19.267834,-155.238007,19.264764,-155.235302,2,978838.22
HVO12,19.267834,-155.238007,19.264764,-155.235302,2,978837.71
KAPUK,19.278667,-155.262665,19.275597,-155.25996,320,978771.05
139YY,19.298166,-155.30983,19.295095,-155.307124,696,978707.25
S1,19.440834,-155.222672,19.437754,-155.219964,1076,978672.21
HVO85,19.327833,-155.035004,19.324757,-155.0323,10.7,978845.91
RG1510,19.373501,-155.052673,19.370422,-155.049968,460.2,978778.92
RG1570,19.371166,-155.056503,19.368087,-155.053798,478.5,978773.86
RG1270,19.365999,-155.050171,19.362921,-155.047467,387.1,978790.49
RG1245,19.367666,-155.047668,19.364587,-155.044964,379.5,978791.05
RG950,19.359833,-155.046005,19.356755,-155.043301,289.6,978809.17
RG480,19.354334,-155.041336,19.351256,-155.038632,146.3,978834.88
RG370,19.355167,-155.033493,19.352089,-155.030789,112.8,978840.98
RG170,19.346666,-155.037994,19.343589,-155.03529,51.8,978852.15
RG70,19.338833,-155.035172,19.335756,-155.032468,21.3,978855.21
S1,19.440834,-155.222672,19.437754,-155.219964,1076,978672.14
WK290,19.587,-155.010162,19.583908,-155.007454,88.4,978851.66
WK190,19.594,-155.003662,19.590908,-155.000954,57.9,978857.46
WK278,19.576166,-154.999329,19.573075,-154.996622,84.7,978854.77
WK274,19.580334,-154.995331,19.577242,-154.992624,83.5,978854.6
WK230,19.584667,-154.991333,19.581575,-154.988626,70.1,978857.47
WK209,19.588167,-154.988159,19.585075,-154.985452,63.7,978857.99
WK175,19.593,-154.983841,19.589907,-154.981133,53.3,978860.29
WK138,19.598667,-154.978668,19.595574,-154.97596,42.1,978862.17
WK114,19.604334,-154.973663,19.601241,-154.970955,34.7,978862.91
WK89,19.611668,-154.966995,19.608574,-154.964287,27.1,978863.13
WK72,19.618834,-154.960327,19.61574,-154.957619,21.9,978861.14
WK28,19.620667,-154.949341,19.617572,-154.946633,8.5,978859.5
WK35,19.607166,-154.949997,19.604072,-154.94729,10.7,978864.26
WK68,19.6005,-154.956161,19.597407,-154.953454,20.7,978864.9
WK107,19.593334,-154.96283,19.590241,-154.960123,32.6,978864.56
WK139,19.5875,-154.968002,19.584408,-154.965295,42.1,978863.63
WK210,19.579666,-154.975006,19.576574,-154.972299,64,978859.8
WK295,19.570499,-154.98317,19.567408,-154.980463,89.9,978855.34
WK424,19.560499,-154.99234,19.557408,-154.989633,129.2,978847.56
WK453,19.550501,-154.980331,19.547411,-154.977624,138.1,978846.9
WK394,19.556168,-154.975174,19.553077,-154.972467,120.1,978850.12
WK307,19.563334,-154.968506,19.560243,-154.965799,93.6,978855.24
WK208,19.570333,-154.962006,19.567241,-154.959299,63.7,978860.74
WK132,19.577667,-154.955505,19.574575,-154.952798,40.2,978864.27
WK86,19.586166,-154.947662,19.583073,-154.944955,26.2,978864.79
WK27,19.600666,-154.942505,19.597572,-154.939798,8.2,978864.43
ISGN71,19.7215,-155.062836,19.718401,-155.060125,9.1,978860.76
PH573,19.192499,-155.479996,19.189437,-155.47729,174.7,978819.87
PH465,19.190332,-155.459,19.18727,-155.456294,143.6,978826.37
PHGATE,19.188499,-155.473007,19.185437,-155.470301,135,978830.82
PH230,19.174667,-155.473831,19.171606,-155.471125,57.9,978844.45
PH214,19.167833,-155.469833,19.164772,-155.467127,53.6,978842.59
PHSEIS,19.158167,-155.464661,19.155107,-155.461956,37.5,978841.5
PUPILI,19.150167,-155.460159,19.147107,-155.457454,16.5,978837.7
WAIALA,19.153667,-155.452164,19.150607,-155.449459,10.1,978840.29
PUEO,19.1595,-155.447327,19.15644,-155.444622,6.1,978841.74
WAIPEL,19.166334,-155.439331,19.163273,-155.436626,33.5,978835.72
PH200,19.173666,-155.435837,19.170605,-155.433132,51.8,978832.19
PH292,19.177999,-155.43367,19.174937,-155.430965,80.5,978827.29
PH389,19.183167,-155.436493,19.180105,-155.433787,110.6,978825.43
PH453,19.184,-155.441498,19.180938,-155.438792,130.5,978822.88
PTG01,19.184,-155.444504,19.180938,-155.441798,134.1,978823.72
PH497,19.187666,-155.450836,19.184604,-155.44813,142,978824.67
94YY,19.433666,-155.28566,19.430587,-155.282952,1225.9,978655.39
95YY,19.431499,-155.290665,19.42842,-155.287957,1219,978656.96
120YY,19.427,-155.300171,19.423922,-155.297463,1198,978661.23
121YY,19.422333,-155.309662,19.419255,-155.306954,1161,978668.61
122YY,19.419001,-155.31633,19.415923,-155.313622,1127,978673.6
123YY,19.415667,-155.323166,19.41259,-155.320458,1110,978673.86
HY3564,19.4105,-155.330505,19.407423,-155.327797,1086.3,978675.65
HY3455,19.400833,-155.341827,19.397757,-155.339119,1053.1,978679.1
HY3380,19.394667,-155.347336,19.391591,-155.344628,1030.2,978682.58
HY3300,19.387501,-155.354828,19.384426,-155.35212,1005.8,978685.25
BM3168,19.380167,-155.360992,19.377092,-155.358284,965.6,978692.12
TG7589,19.371834,-155.370163,19.36876,-155.367455,931.7,978699.11
HY2955,19.362333,-155.379669,19.35926,-155.376961,900.7,978704.37
HY2850,19.353001,-155.388168,19.349928,-155.38546,868.7,978708.88
HY2710,19.339834,-155.397827,19.336762,-155.395119,826,978716.31
HY2585,19.3295,-155.404495,19.326429,-155.401787,787.9,978723.33
HY2460,19.318501,-155.411163,19.315431,-155.408455,749.8,978729.66
HY2385,19.308834,-155.417007,19.305764,-155.4143,726.9,978731.8
HY2263,19.298834,-155.422501,19.295765,-155.419794,689.8,978737.57
HY2095,19.287001,-155.428665,19.283933,-155.425958,638.6,978744.95
HY1923,19.271334,-155.438171,19.268267,-155.435464,586.1,978749.7
HY1710,19.260334,-155.442993,19.257268,-155.440286,521.2,978759.37
HY1620,19.2495,-155.447495,19.246434,-155.444788,493.8,978762.89
HY1560,19.240833,-155.451508,19.237768,-155.448801,475.5,978764.9
HY1303,19.230499,-155.460495,19.227435,-155.457788,397.2,978780.5
IW1139,19.223833,-155.460999,19.220769,-155.458293,344.1,978790.1
IW1105,19.221167,-155.45517,19.218103,-155.452464,333.8,978791.38
IW1079,19.218166,-155.446503,19.215102,-155.443797,326.1,978790.45
IW1051,19.215166,-155.438004,19.212102,-155.435298,315.5,978789.38
CORNER,19.211334,-155.429169,19.20827,-155.426463,298.7,978789.96
IW735,19.205999,-155.421341,19.202935,-155.418635,216.4,978801.46
IW500,19.201,-155.418167,19.197937,-155.415461,143.3,978814.27
IW343,19.198166,-155.415497,19.195103,-155.412791,93,978823.59
IW239,19.194,-155.411835,19.190937,-155.40913,60,978826.9
IW153,19.190834,-155.408997,19.187771,-155.406292,32,978828.77
IW124,19.193333,-155.40033,19.19027,-155.397625,13.7,978828.81
HY1176,19.223667,-155.465164,19.220603,-155.462457,358.4,978787.3
HY1000,19.215,-155.468674,19.211937,-155.465968,304.8,978796.04
HY760,19.202999,-155.473663,19.199936,-155.470957,231.6,978808.66
HY446,19.187834,-155.484497,19.184772,-155.481791,135.9,978827.87
HY449,19.179167,-155.493332,19.176106,-155.490626,136.9,978827.5
HY415,19.170834,-155.501663,19.167774,-155.498957,126.5,978828.9
HY391,19.161833,-155.507507,19.158773,-155.504801,119.2,978830.11
HY329,19.151167,-155.51416,19.148108,-155.511454,96.6,978833.61
HY92,19.143,-155.509338,19.139941,-155.506632,23.2,978848.25
HY36,19.132833,-155.514832,19.129775,-155.512126,2.4,978850.12
HY157,19.1425,-155.518494,19.139442,-155.515788,43.3,978844.96
100YY,19.459833,-155.339996,19.456753,-155.337287,1461,978587.79
PWR01,19.461666,-155.344666,19.458586,-155.341957,1490.5,978580.25
PWR02,19.455,-155.348495,19.451921,-155.345786,1463,978585.77
PWR03,19.448999,-155.35083,19.44592,-155.348121,1441.7,978589.88
PWR04,19.442667,-155.352341,19.439589,-155.349632,1394.5,978598.89
PWR05,19.433834,-155.354004,19.430756,-155.351295,1350.3,978605.59
PWR06,19.4265,-155.35733,19.423423,-155.354621,1298.4,978615.24
PWR07,19.419167,-155.36084,19.41609,-155.358131,1258.8,978622.11
PWR08,19.408501,-155.365662,19.405425,-155.362953,1200.9,978635.31
PWR09,19.397333,-155.37117,19.394258,-155.368462,1150.6,978645.58
PWR10,19.389668,-155.374664,19.386593,-155.371956,1133.9,978648.62
PWR11,19.385334,-155.376663,19.382259,-155.373955,1103.4,978655.51
PWR12,19.377501,-155.380493,19.374427,-155.377785,1039.4,978669.61
PWR13,19.368,-155.385162,19.364926,-155.382454,966.2,978685.39
PWR14,19.358999,-155.387665,19.355926,-155.384957,880.9,978705.65
BM2836,19.3535,-155.38916,19.350427,-155.386452,864.4,978707.88
TG7589,19.371834,-155.370163,19.36876,-155.367455,931.7,978699.13
TG7587,19.366167,-155.366837,19.363093,-155.364129,917.4,978703.79
TG7585,19.360001,-155.363159,19.356928,-155.360451,899,978709.73
TG7583,19.355499,-155.358673,19.352426,-155.355965,899.9,978711.39
TG7581,19.357666,-155.349503,19.354593,-155.346795,919.4,978708.48
TG7579,19.358334,-155.341171,19.35526,-155.338464,930.1,978707.3
TG7577,19.359333,-155.333328,19.356259,-155.330621,938.1,978705.83
TG7575,19.359501,-155.3255,19.356427,-155.322793,953.5,978702.7
TG1974,19.358334,-155.319504,19.35526,-155.316797,947.6,978703.13
TG7573,19.358334,-155.319168,19.35526,-155.316461,944.2,978703.45
TG7571,19.355333,-155.311172,19.352259,-155.308465,945.3,978701.84
TGPALI,19.352333,-155.305328,19.349259,-155.302621,938.8,978701.57
TG7569,19.3515,-155.303665,19.348426,-155.300958,945.5,978697.77
TG7567,19.349333,-155.297333,19.346259,-155.294626,958,978691.36
TG7565,19.348333,-155.291672,19.345259,-155.288965,963.6,978689.27
TG7563,19.3465,-155.283829,19.343426,-155.281122,967.8,978686.8
TG7557,19.344334,-155.278168,19.34126,-155.275461,971,978683.11
104YY,19.483667,-155.375336,19.480587,-155.372626,1803,978514.13
105YY,19.486668,-155.381165,19.483588,-155.378455,1886.4,978496.92
106YY,19.491333,-155.387329,19.488252,-155.384619,1976,978478.95
107YY,19.495501,-155.387833,19.49242,-155.385123,2030,978467.64
KPA01,19.438168,-155.354004,19.43509,-155.351295,1366.4,978602.01
KPA02,19.436333,-155.359665,19.433255,-155.356956,1375.3,978598.84
KPA03,19.431168,-155.360672,19.42809,-155.357963,1331.9,978603.23
S1,19.440834,-155.222672,19.437754,-155.219964,1076,978672.15
GW2623,19.442667,-155.153168,19.439586,-155.150461,799.5,978728.49
GW2485,19.448166,-155.143005,19.445084,-155.140298,757.4,978735.12
GW2275,19.455667,-155.129333,19.452585,-155.126626,693.4,978746.02
GW2600,19.463167,-155.165329,19.460085,-155.162622,792.5,978720.07
GW2426,19.468334,-155.155167,19.465251,-155.15246,739.4,978729.61
GW2233,19.475666,-155.141495,19.472583,-155.138788,680.6,978739.96
GW2094,19.488333,-155.130997,19.485249,-155.12829,638.3,978745.3
GW2125,19.478333,-155.124832,19.475249,-155.122125,637,978748.8
GW2067,19.468,-155.118668,19.464917,-155.115961,630,978753.89
GW2104,19.457834,-155.112671,19.454751,-155.109964,641.3,978755.95
GW1943,19.495832,-155.117493,19.492747,-155.114786,568.8,978759.45
GW1903,19.485666,-155.11116,19.482582,-155.108453,580,978758.22
GW1898,19.4755,-155.105164,19.472416,-155.102457,578.5,978762.77
GW1946,19.465334,-155.098999,19.462251,-155.096292,593.1,978762.51
129YY,19.389668,-155.298828,19.386592,-155.29612,1099,978678.53
NOSE,19.386667,-155.304504,19.383591,-155.301796,1082,978680.83
PALI,19.404833,-155.305496,19.401756,-155.302788,1142,978671.98
KF-44,19.397167,-155.306,19.394091,-155.303292,1109.2,978677.12
CPRSET,19.395334,-155.310165,19.392258,-155.307457,1113.1,978673.98
128YY,19.384001,-155.316162,19.380926,-155.313454,1039.4,978689.29
127YY,19.384666,-155.324173,19.381591,-155.321465,1025,978691.97
BMAA,19.383667,-155.33017,19.380592,-155.327462,1020.8,978691
126YY,19.394333,-155.327667,19.391257,-155.324959,1037.2,978687.62
125YY,19.401167,-155.325836,19.398091,-155.323128,1061.9,978683.46
124YY,19.408333,-155.324173,19.405256,-155.321465,1086,978677.68
29YY,19.369167,-155.222336,19.366091,-155.21963,984.3,978692.78
NP01,19.368,-155.21817,19.364924,-155.215464,978.4,978693.06
TG7513,19.259333,-155.443329,19.256267,-155.440622,524.3,978759.3
139YY,19.298166,-155.30983,19.295095,-155.307124,696,978707.23
HP01,19.295666,-155.316833,19.292596,-155.314127,685.8,978709.09
HP02,19.2915,-155.322327,19.28843,-155.319621,643.1,978715.67
KAU,19.289,-155.327499,19.28593,-155.324793,634.6,978717.78
HP03,19.285999,-155.33316,19.282929,-155.330454,589.2,978727.89
HP04,19.282167,-155.33783,19.279098,-155.335124,572.4,978729.12
HP05,19.277666,-155.344162,19.274597,-155.341456,538,978735.69
HP06,19.2745,-155.353668,19.271431,-155.350962,543.2,978735.42
HP07,19.27,-155.360992,19.266932,-155.358286,533.4,978737.23
PPEIAU,19.2675,-155.362,19.264432,-155.359294,510.5,978740.92
TG7513,19.259333,-155.443329,19.256267,-155.440622,524.3,978759.32
BM1471,19.243166,-155.414993,19.2401,-155.412287,448.6,978760.87
TG7528,19.241333,-155.409836,19.238267,-155.40713,422.7,978763.38
TG7530,19.240168,-155.406006,19.237102,-155.4033,407.3,978765
TG7531,19.238832,-155.404663,19.235766,-155.401957,397.8,978765.83
KAU001,19.233,-155.397507,19.229935,-155.394801,317,978778.42
KAU002,19.224833,-155.394165,19.221768,-155.391459,224.9,978794.86
KAU003,19.2155,-155.389832,19.212435,-155.387126,129.5,978810.71
KAU004,19.209333,-155.383331,19.206269,-155.380626,89.3,978815.7
KAU005,19.202499,-155.383163,19.199435,-155.380458,29,978824
KAU006,19.200834,-155.392502,19.19777,-155.389797,16.8,978830.37
NALI,19.213667,-155.368835,19.210602,-155.36613,93.8,978811.51
TG762,19.239,-155.360672,19.235934,-155.357966,153.9,978806.97
BM540,19.238667,-155.362167,19.235601,-155.359461,162.8,978804.9
TG7549,19.238001,-155.365662,19.234935,-155.362956,190,978799.54
TG7545,19.239666,-155.371506,19.2366,-155.3688,259.4,978785.49
TG7542,19.239834,-155.375839,19.236768,-155.373133,293.2,978779.54
BM1027,19.2395,-155.379669,19.236434,-155.376963,312.8,978776.44
TG7538,19.239,-155.386169,19.235934,-155.383463,321.8,978775.66
TG7535,19.238333,-155.392502,19.235267,-155.389796,349.3,978771.04
BM1250,19.238667,-155.399002,19.235601,-155.396296,380.8,978767.23
MV01,19.508667,-155.121506,19.505581,-155.118798,563.6,978760.76
MV02,19.497833,-155.113663,19.494748,-155.110956,556,978761.98
MV03,19.489334,-155.108337,19.486249,-155.10563,560.8,978761.45
