longitude,latitude,AB (mGal)
55.35152858565701,-21.18124818449737,235.0
55.351967527834105,-21.171273790748522,232.5
55.35958751438686,-21.177314638852927,232.5
55.36907373863564,-21.179974583054534,232.5
55.378975307046545,-21.17889682018983,232.5
55.38860049664437,-21.176516985669352,232.5
55.39532470131511,-21.169513969409174,232.5
55.396474031445095,-21.159633862496786,232.5
55.39222917421671,-21.150815620141614,232.5
55.38451897157983,-21.144469074436895,232.5
55.37683237881682,-21.138107068223476,232.5
55.37322859587576,-21.128888813187938,232.5
55.37117408569033,-21.119122622012707,232.5
55.37217488181118,-21.10924785339764,232.5
55.37458328046087,-21.09954406722324,232.5
55.378058794716374,-21.09021699536423,232.5
55.38339195458244,-21.08179107505362,232.5
55.38927499687217,-21.073710802648122,232.5
55.39186142989745,-21.06450902195169,232.5
55.38967206548079,-21.054799058177824,232.5
55.3850974058615,-21.046186928196413,232.5
55.37767611253582,-21.039496448650034,232.5
55.36966917558344,-21.03354883402991,232.5
55.361389259521296,-21.028318415506572,232.5
55.351908257536756,-21.030418574920944,232.5
55.34593801506481,-21.03831295644692,232.5
55.343502916720446,-21.047683308839602,232.5
55.34444526397147,-21.057634494679835,232.5
55.34440043887156,-21.067405668087343,232.5
55.341430945297844,-21.076951944773047,232.5
55.3364182487028,-21.08545284889661,232.5
55.32933468938484,-21.09242855852571,232.5
55.32085429331489,-21.097700875857356,232.5
55.31446252856748,-21.10517704157399,232.5
55.31347703375758,-21.11480689197126,232.5
55.3175449155882,-21.123844275192667,232.5
55.32289990005368,-21.132244722537614,232.5
55.329356454155494,-21.13985650816839,232.5
55.33678878367126,-21.146485907376423,232.5
55.34323626498986,-21.154049880045832,232.5
55.34814228168376,-21.16275564637417,232.5
55.351967527834105,-21.153837314628348,230.0
55.35482217057668,-21.163421208138413,230.0
55.36092584917352,-21.170823623938716,230.0
55.37052164173101,-21.17346106999189,230.0
55.38049358449216,-21.17376454819443,230.0
55.38962641485072,-21.17024571378724,230.0
55.39440773124088,-21.162234716326232,230.0
55.390053253078264,-21.153400401358205,230.0
55.38158116044381,-21.148106237501963,230.0
55.37278102021901,-21.143375120809733,230.0
55.366307620597134,-21.1358692529124,230.0
55.36044972888886,-21.12782405241417,230.0
55.359608100452924,-21.118088568118534,230.0
55.362479414642884,-21.108539350454166,230.0
55.364484199382666,-21.09891430673759,230.0
55.359948962066404,-21.090824265157522,230.0
55.35229366195776,-21.096583692923648,230.0
55.34330815766838,-21.100827530111154,230.0
55.33367480297897,-21.10289998146578,230.0
55.325199977940144,-21.106473617158635,230.0
55.32308075888688,-21.116007092234014,230.0
55.3277574581975,-21.124415252367104,230.0
55.335373177270654,-21.130886181076395,230.0
55.34191345092939,-21.138416561234468,230.0
55.34864744200867,-21.14578291303995,230.0
55.3768974375276,-21.15356052860604,227.5
55.36851798779159,-21.15736509946537,227.5
55.37270864892749,-21.165364641210473,227.5
55.38234047434364,-21.16739919581214,227.5
55.39035942408202,-21.163260484327306,227.5
55.38624270725396,-21.155028939210723,227.5
55.36621319051611,-21.077424756814196,230.0
55.376054597828734,-21.077324361456633,230.0
55.385208722408144,-21.073454578827967,230.0
55.388326557301276,-21.064971507624747,230.0
55.38402351650881,-21.056012467531822,230.0
55.37631471505149,-21.049736088555335,230.0
55.36672669169198,-21.04751348722085,230.0
55.35882728644024,-21.05212774968404,230.0
55.35686754436472,-21.061893028654808,230.0
55.359417770141214,-21.071450463327565,230.0
55.26500962854613,-21.011501210539095,245.0
55.27228337843685,-21.018353887584475,245.0
55.28089888149026,-21.022884507318615,245.0
55.29072145284279,-21.024346993097403,245.0
55.300350853506814,-21.022000690295915,245.0
55.308553046135486,-21.016457999744176,245.0
55.31370577984565,-21.007914801854835,245.0
55.32021824275078,-21.00041252049604,245.0
55.326854716906716,-20.992943265926314,245.0
55.33467064910321,-20.98673098533486,245.0
55.34132689503402,-20.979697327623533,245.0
55.341265391795304,-20.969795718653046,245.0
55.34067278547363,-20.960074287656045,245.0
55.3485848197425,-20.954248523739206,245.0
55.357974936137175,-20.950903063971634,245.0
55.36425278263683,-20.943534006168576,245.0
55.363538862383805,-20.934332543582222,245.0
55.355446233905994,-20.92865135289964,245.0
55.35440128242647,-20.92032249433566,245.0
55.28341027617702,-20.98905839406222,245.0
55.292694908472065,-20.98870258551537,245.0
55.29837212369714,-20.98053930669622,245.0
55.306104666935994,-20.974688768144723,245.0
55.31507744204582,-20.97039137233591,245.0
55.322130623679854,-20.963377090678076,245.0
55.32624219217743,-20.95447382284552,245.0
55.32677309815613,-20.94450603941293,245.0
55.330378707730006,-20.93538232568465,245.0
55.33666553927554,-20.92774515616734,245.0
55.28667490720832,-20.96578079941024,242.5
55.295193380165,-20.964007275969426,242.5
55.30503954278172,-20.963939234037667,242.5
55.31140402261017,-20.956641589966296,242.5
55.315653790540615,-20.947609992838323,242.5
55.32085148832999,-20.939154225309515,242.5
55.326675720676775,-20.931161682365225,242.5
55.28667490720832,-20.941390860649957,240.0
55.29661650643394,-20.941893170140503,240.0
55.30486188830588,-20.936494231570986,240.0
55.289345968961186,-20.997648018717086,247.5
55.28035011556658,-21.001367967554838,247.5
55.27688101411445,-21.01029447233676,247.5
55.282834336798224,-21.018269199117874,247.5
55.29224684187784,-21.02049665072561,247.5
55.30103046844058,-21.016541415500797,247.5
55.306739724682934,-21.008591890551376,247.5
55.309914948693574,-20.99922566220061,247.5
55.31653226874087,-20.991826712245743,247.5
55.31377573705306,-20.985058909094974,247.5
55.30530444662781,-20.988602810529986,247.5
55.2983543836733,-20.995589194201894,247.5
55.28907218731826,-20.99867102123774,247.5
55.34929646608124,-20.935847138402224,247.5
55.34818575934819,-20.942430980252812,247.5
55.35786891446149,-20.94443982039536,247.5
55.36025833988305,-20.936079590386715,247.5
