longitude,latitude,Bouguer_mG
55.42900657786518,-21.06837017253731,290.0
55.43227529840302,-21.061069638358315,290.0
55.435719395809784,-21.05387404158986,290.0
55.43960974835826,-21.046885227102443,290.0
55.44311390977711,-21.03969672282548,290.0
55.44755369803731,-21.033054416400343,290.0
55.45299892359982,-21.02720376206287,290.0
55.45844469347353,-21.02136383661272,290.0
55.46199055398293,-21.018789855113575,290.0
55.469109673515526,-21.015244032374685,290.0
55.476899515125076,-21.01347497670545,290.0
55.48488221820469,-21.013297265330873,290.0
55.492875274764664,-21.013624689082086,290.0
55.500874326607516,-21.013695602459787,290.0
55.508862550505235,-21.014052174570388,290.0
55.51680071805006,-21.013645513098346,290.0
55.52442953559608,-21.01605288577959,290.0
55.53208645932841,-21.018355589201953,290.0
55.539286815849515,-21.02178216719477,290.0
55.545149886740596,-21.02716729969439,290.0
55.55016529800882,-21.033350225766828,290.0
55.55315281151283,-21.040762056527015,290.0
55.554997509939284,-21.048525685487064,290.0
55.55691276702841,-21.056259240078017,290.0
55.558506289986546,-21.064044139584997,290.0
55.5599958079514,-21.071831999079865,290.0
55.56550306303008,-21.076930449482877,290.0
55.57100706793201,-21.08245741022001,290.0
55.57608092391121,-21.088541621628753,290.0
55.58281355120411,-21.092849690725117,290.0
55.587834517774866,-21.098684298286848,290.0
55.58976335267684,-21.106298461784995,290.0
55.58675895528654,-21.11338847120193,290.0
55.579645260631224,-21.116734586773564,290.0
55.5717241496265,-21.11750320367854,290.0
55.56397669850703,-21.115626626592906,290.0
55.55822034398399,-21.110617802963432,290.0
55.554645164034774,-21.103487815624327,290.0
55.54802331003686,-21.101524014530717,290.0
55.54225509099541,-21.106982844939395,290.0
55.54032120724854,-21.11446533110788,290.0
55.538119624076494,-21.121732906592367,290.0
55.53065603604897,-21.12454489977639,290.0
55.52413155602083,-21.129151810496474,290.0
55.51781173418066,-21.134046830595906,290.0
55.511255002459215,-21.13855960299337,290.0
55.50487644855827,-21.143341795935083,290.0
55.4980994090235,-21.147592734325375,290.0
55.49719817190268,-21.147989218196212,290.0
55.4901985380923,-21.151801831889784,290.0
55.482903765363716,-21.15508086658048,290.0
55.47548381159012,-21.158070251267034,290.0
55.46774883102862,-21.15996583986569,290.0
55.459791490234764,-21.160731331960815,290.0
55.45179149023476,-21.160731331960815,290.0
55.44403006928292,-21.15907159428749,290.0
55.43668546879277,-21.155922377212644,290.0
55.430413373511335,-21.151083744693633,290.0
55.42582883233548,-21.14454798936784,290.0
55.42269484827295,-21.137204004914018,290.0
55.42048309398167,-21.129530108485845,290.0
55.4194506269458,-21.12159712608372,290.0
55.42601536620333,-21.148960429907056,287.5
55.421954673118016,-21.14213346818289,287.5
55.419521126549476,-21.13451840066282,287.5
55.417511200374044,-21.126786839373636,287.5
55.41585931926789,-21.118967673101743,287.5
55.415277970739965,-21.111008460501356,287.5
55.41622585888356,-21.103079728133384,287.5
55.417769784137775,-21.09523238542814,287.5
55.41912675215746,-21.087367157370196,287.5
55.42168922330326,-21.07979624854479,287.5
55.42449202058809,-21.07230432231687,287.5
55.42675951877844,-21.064642051348997,287.5
55.430290939828765,-21.057487495612367,287.5
55.432273562654515,-21.05417283086364,287.5
55.4355572677218,-21.046889556703768,287.5
55.43876626062142,-21.039589422529723,287.5
55.4429807106248,-21.032789556126332,287.5
55.44776899526377,-21.026405382030873,287.5
55.45357371964464,-21.020901408608104,287.5
55.45974446416123,-21.015841365551907,287.5
55.46686686230555,-21.012242471972385,287.5
55.47456280617056,-21.01025470606023,287.5
55.4825542603419,-21.010139621488253,287.5
55.49054985181522,-21.01030268533368,287.5
55.49854343854927,-21.01036750189287,287.5
55.50653807181465,-21.010408019671832,287.5
55.51450136621377,-21.01068553744598,287.5
55.52233187088379,-21.01232053062047,287.5
55.530139126204894,-21.014060817113833,287.5
55.53756481136674,-21.017035492550562,287.5
55.54480119675313,-21.02040433172464,287.5
55.55044420491263,-21.02592954581853,287.5
55.55472153269503,-21.032663255576605,287.5
55.557627901993655,-21.04011606314387,287.5
55.55975430107672,-21.047724546556694,287.5
55.55975430107672,-21.055724546556693,287.5
55.56076757572573,-21.063632958033484,287.5
55.563458188805264,-21.071154811138708,287.5
55.57023762876841,-21.075122065629294,287.5
55.574533789001606,-21.081520121852492,287.5
55.58107481340466,-21.084676894587215,287.5
55.587584795888496,-21.089253704252506,287.5
55.59323088246003,-21.094787078344368,287.5
55.59737387292939,-21.101570762498902,287.5
55.5976735008907,-21.10942730111136,287.5
55.59764251006685,-21.11251059929174,287.5
55.59058832280115,-21.116252231966616,287.5
55.58300132205047,-21.118789439015558,287.5
55.57512852894775,-21.119570918006097,287.5
55.56715854278026,-21.118989488349634,287.5
55.55939605899946,-21.117091859600553,287.5
55.553372838834,-21.111989333269136,287.5
55.54729051293846,-21.10990376282096,287.5
55.54456144875588,-21.11740555914936,287.5
55.54158480806955,-21.12477819223443,287.5
55.53549642367638,-21.129386321752865,287.5
55.52777116971224,-21.1310274594656,287.5
55.521315744174174,-21.135720570730054,287.5
55.515051992469466,-21.140693253322656,287.5
55.50843629019272,-21.145181849475616,287.5
55.50192937756854,-21.149835344573727,287.5
55.49488318503785,-21.153553322159098,287.5
55.487617220125,-21.156891903568557,287.5
55.480194590431566,-21.159875329221347,287.5
55.47265151496579,-21.162528521761455,287.5
55.46491084861203,-21.16410170913139,287.5
55.45692264021345,-21.164405634092212,287.5
55.44896634829587,-21.163768274675366,287.5
55.44141420411473,-21.161173912258786,287.5
55.43423396725374,-21.157647904967128,287.5
55.428494058942135,-21.152261224490182,287.5
55.42813350355342,-21.157230605299855,285.0
55.42393500870581,-21.150420859268277,285.0
55.41979917535976,-21.143573026342494,285.0
55.41650428673756,-21.13631428572862,285.0
55.41487297876229,-21.128517261759086,285.0
55.41375229225364,-21.120596953297216,285.0
55.41277024213855,-21.112657458504003,285.0
55.41274060232838,-21.104659284645884,285.0
55.41451482586204,-21.09686042050984,285.0
55.416365870195115,-21.08907784310503,285.0
55.41829740648765,-21.08131452116461,285.0
55.42146311763115,-21.07398681309008,285.0
55.42392769781864,-21.06637859813411,285.0
55.42642625437057,-21.058781416326145,285.0
55.429357820723126,-21.051338652160148,285.0
55.43212675157657,-21.043833456739353,285.0
55.435100955642525,-21.03641418095338,285.0
55.43993714850696,-21.03004148618758,285.0
55.44471006390058,-21.023621434255713,285.0
55.45015695039007,-21.017826079178626,285.0
55.45658946620374,-21.01310085078804,285.0
55.45925907832029,-21.01162282039714,285.0
55.466614024553444,-21.00853777635028,285.0
55.474428098097704,-21.006885395638818,285.0
55.482378394836935,-21.005996890114417,285.0
55.4903445857871,-21.00541764138778,285.0
55.498337708681525,-21.005749283355307,285.0
55.50631148729611,-21.006383497533605,285.0
55.51428834927474,-21.006919856696765,285.0
55.52211374624469,-21.008288780614166,285.0
55.529757572256905,-21.010626677180177,285.0
55.537469619148816,-21.012753725072663,285.0
55.54487801565041,-21.015708241037895,285.0
55.551621789869344,-21.019947891653885,285.0
55.55682759058247,-21.02601667502971,285.0
55.56025510891639,-21.0332292316986,285.0
55.56272696174514,-21.04079776092488,285.0
55.56337503803531,-21.04875269405058,285.0
55.564719184562634,-21.05659327423517,285.0
55.565294226232815,-21.064557364814807,285.0
55.57015686968647,-21.069748511886097,285.0
