longitude,latitude,A (mGal)
55.28334637505818,-21.124237447652533,250.0
55.28381880948143,-21.12511881347654,250.0
55.28429124390468,-21.126000179300544,250.0
55.284763678327934,-21.12688154512455,250.0
55.285236112751186,-21.127762910948558,250.0
55.28570854717444,-21.128644276772565,250.0
55.286081337929936,-21.129550664364324,250.0
55.286081337929936,-21.130550664364325,250.0
55.286081337929936,-21.131550664364323,250.0
55.286081337929936,-21.132550664364324,250.0
55.286081337929936,-21.133550664364325,250.0
55.286081337929936,-21.134550664364323,250.0
55.28612892949158,-21.13554088977783,250.0
55.286523073086144,-21.1364599386486,250.0
55.286917216680706,-21.13737898751937,250.0
55.28731136027527,-21.13829803639014,250.0
55.28770550386983,-21.139217085260913,250.0
55.28809964746439,-21.140136134131684,250.0
55.288493791058954,-21.141055183002454,250.0
55.288887934653516,-21.141974231873224,250.0
55.28928207824808,-21.142893280743994,250.0
55.28971284187498,-21.143782227034155,250.0
55.290538246576304,-21.14434676851096,250.0
55.29136365127763,-21.144911309987766,250.0
55.29218905597895,-21.14547585146457,250.0
55.29301446068027,-21.146040392941376,250.0
55.29383986538159,-21.146604934418182,250.0
55.294644235030745,-21.1471985791982,250.0
55.295439219188175,-21.147805209389865,250.0
55.2962342033456,-21.148411839581534,250.0
55.29702918750302,-21.149018469773203,250.0
55.29782417166045,-21.14962509996487,250.0
55.298619155817875,-21.150231730156538,250.0
55.2994141399753,-21.150838360348207,250.0
55.30020912413273,-21.151444990539872,250.0
55.30093738880962,-21.152122685854586,250.0
55.301592910130005,-21.15287786252168,250.0
55.30224843145039,-21.153633039188776,250.0
55.30290395277077,-21.154388215855867,250.0
55.30355947409116,-21.155143392522962,250.0
55.30421499541154,-21.155898569190054,250.0
55.304870516731924,-21.15665374585715,250.0
55.30552603805231,-21.15740892252424,250.0
55.30618155937269,-21.158164099191335,250.0
55.30683708069308,-21.158919275858427,250.0
55.30749260201346,-21.159674452525522,250.0
55.308148123333844,-21.160429629192613,250.0
55.308803644654226,-21.16118480585971,250.0
55.30945916597461,-21.1619399825268,250.0
55.31011468729499,-21.162695159193895,250.0
55.31075083075161,-21.16346298692686,250.0
55.31117848483676,-21.16436692939375,250.0
55.31160613892192,-21.165270871860642,250.0
55.31203379300707,-21.166174814327533,250.0
55.31246144709222,-21.167078756794428,250.0
55.312889101177376,-21.16798269926132,250.0
55.31331675526253,-21.16888664172821,250.0
55.313744409347684,-21.169790584195106,250.0
55.314172063432835,-21.170694526661997,250.0
55.314599717517986,-21.171598469128888,250.0
55.31502737160314,-21.172502411595783,250.0
55.31541335436716,-21.173424380195762,250.0
55.31577930022683,-21.17435501633722,250.0
55.3161452460865,-21.175285652478678,250.0
55.31651119194617,-21.17621628862014,250.0
55.31687713780584,-21.177146924761598,250.0
55.31724308366551,-21.17807756090306,250.0
55.31760902952518,-21.179008197044517,250.0
55.31797497538485,-21.179938833185975,250.0
55.31834092124452,-21.180869469327437,250.0
55.31857111894414,-21.181839265301093,250.0
55.31875707985062,-21.182821822445113,250.0
55.3189430407571,-21.18380437958913,250.0
55.319129001663576,-21.18478693673315,250.0
55.319314962570054,-21.185769493877167,250.0
55.31950092347654,-21.186752051021188,250.0
55.31968688438302,-21.187734608165204,250.0
55.319872845289495,-21.188717165309225,250.0
55.32005880619597,-21.18969972245324,250.0
55.320314489937694,-21.19065273777028,250.0
55.320891035644905,-21.19146980266825,250.0
55.32146758135211,-21.192286867566224,250.0
55.32204412705932,-21.193103932464197,250.0
55.32262067276653,-21.19392099736217,250.0
55.32319721847374,-21.19473806226014,250.0
55.32377376418095,-21.195555127158112,250.0
55.32435030988815,-21.196372192056085,250.0
55.324926855595365,-21.197189256954058,250.0
55.325503401302576,-21.19800632185203,250.0
55.32607994700978,-21.198823386750004,250.0
55.32665649271699,-21.199640451647976,250.0
55.327233038424204,-21.20045751654595,250.0
55.32783528832666,-21.201254325665477,250.0
55.32849490531491,-21.202005927573943,250.0
55.32915452230316,-21.202757529482408,250.0
55.32981413929142,-21.20350913139087,250.0
55.33047375627967,-21.204260733299336,250.0
55.331133373267924,-21.2050123352078,250.0
55.331792990256176,-21.205763937116267,250.0
55.332452607244434,-21.20651553902473,250.0
55.333112224232686,-21.207267140933194,250.0
55.33377184122094,-21.20801874284166,250.0
55.334431458209195,-21.208770344750125,250.0
55.33509107519745,-21.209521946658587,250.0
55.3357506921857,-21.210273548567052,250.0
55.33641030917395,-21.211025150475518,250.0
55.33706992616221,-21.21177675238398,250.0
55.33772954315046,-21.212528354292445,250.0
55.33836180020143,-21.21329764912557,250.0
55.3387766303998,-21.214207547969686,250.0
55.339191460598165,-21.215117446813803,250.0
55.339606290796524,-21.21602734565792,250.0
55.34002112099489,-21.216937244502034,250.0
55.34043595119326,-21.21784714334615,250.0
55.340850781391616,-21.21875704219027,250.0
55.34126561158998,-21.219666941034387,250.0
55.34168044178835,-21.220576839878504,250.0
55.34209527198671,-21.22148673872262,250.0
55.342510102185074,-21.22239663756674,250.0
55.34292493238343,-21.223306536410856,250.0
55.3433397625818,-21.224216435254974,250.0
55.34358640354553,-21.22518466947445,250.0
55.34382407142317,-21.226156015952252,250.0
55.344061739300805,-21.227127362430057,250.0
55.34429940717844,-21.228098708907858,250.0
55.34453707505608,-21.229070055385662,250.0
55.344774742933716,-21.230041401863463,250.0
55.34501241081136,-21.231012748341268,250.0
55.34525007868899,-21.23198409481907,250.0
55.34548774656663,-21.23295544129687,250.0
55.34572541444427,-21.233926787774674,250.0
55.34596308232191,-21.234898134252475,250.0
55.34620075019954,-21.23586948073028,250.0
55.346438418077184,-21.23684082720808,250.0
55.34667608595482,-21.237812173685885,250.0
55.34691375383245,-21.238783520163686,250.0
55.347151421710095,-21.239754866641487,250.0
55.34741452396929,-21.24071949215499,250.0
55.347687726048086,-21.24168144881937,250.0
55.34796092812688,-21.242643405483747,250.0
55.348234130205675,-21.243605362148127,250.0
55.34850733228447,-21.244567318812507,250.0
55.34878053436326,-21.245529275476887,250.0
55.34905373644205,-21.246491232141263,250.0
55.349326938520846,-21.247453188805643,250.0
55.34960014059964,-21.248415145470023,250.0
55.34987334267843,-21.249377102134403,250.0
55.35014831252583,-21.250338554870176,250.0
55.35042339741307,-21.251299974812145,250.0
55.3506984823003,-21.252261394754115,250.0
55.35097356718754,-21.253222814696084,250.0
55.35083131569476,-21.254157752045437,250.0
55.350436910471906,-21.25507668867012,250.0
55.35004250524905,-21.2559956252948,250.0
55.349648100026194,-21.256914561919487,250.0
55.34921713207288,-21.257807779797606,250.0
55.348485572279245,-21.258489557084065,250.0
55.3477540124856,-21.259171334370524,250.0
55.34702245269197,-21.25985311165698,250.0
55.34628481525561,-21.26052694474475,250.0
55.3454354039577,-21.261054676160327,250.0
